near_fid,near_x,near_y,near_angle,heard,building,xcoor,ycoor,noise,in_vehicle,asleep,no_windows,age
2502,1849381.536,8382377.8257,-19.691641329,1,0,1848445.0,8382713,0,0,0,0,42
1226,1819776.8967,7699769.5396,20.783514541,1,0,1819043.0,7699491,0,0,0,0,38
204,2006886.1477,8248473.3708,96.797418222,1,1,2006980.0,8247686,0,0,0,0,81
394,1981079.7294,8216494.0759,114.99118238,1,0,1987818.0,8202038,0,0,0,0,71
2678,1908912.0827,8556700.3656,-84.94580335,0,0,1905967.0,8590000,1,0,0,0,57
686,1816817.2454,8278643.8239,150.94323687,1,0,1818264.0,8277840,0,0,0,0,78
682,1838268.5113,8261067.6718,-21.635306588,1,0,1837829.0,8261242,0,0,0,0,23
3902,2133611.3656,9184054.3645,-121.79569258,0,0,2164363.0,9233660,0,1,0,0,48
1876,1338464.2578,7904377.1123,-139.47054578,1,0,1339532.0,7905290,0,0,0,0,52
353,1965648.6216,8216383.3095,-11.606927173,1,1,1964506.0,8216618,0,0,0,0,38
1738,1249643.9945,8042359.0376,-128.72004948,1,0,1250218.0,8043075,0,0,0,0,49
3650,1531340.8603,7590534.3907,133.0141642,1,0,1531581.0,7590277,0,0,0,0,51
2719,1927069.6275,8950614.7985,-82.728336442,1,0,1926991.0,8951231,0,1,0,0,58
213,2001884.229,8253380.4844,87.997801391,1,0,2001856.0,8252573,0,0,0,0,23
4021,1994661.5979,8294139.5778,-75.806224606,1,1,1994619.0,8294308,1,0,0,0,62
216,1991820.6132,8254409.0573,-16.908116097,1,0,1990926.0,8254681,0,0,0,0,26
2188,1540735.2234,8045958.0395,165.60732044,1,0,1541807.0,8045683,0,0,0,0,44
814,1676203.9192,8083170.0978,-101.25268174,1,0,1676223.0,8083266,1,0,0,0,69
3801,1677280.824,8194520.4067,100.46994459,1,0,1677321.0,8194303,0,0,0,0,54
1955,1334945.7826,7924092.1025,179.74033384,0,0,1335851.0,7924088,0,1,0,0,78
4013,1973394.7885,8315271.1357,-159.66075681,1,0,1976780.0,8316526,0,0,0,0,79
2772,1847714.3041,8959703.0058,129.49902289,0,0,1877851.0,8923143,1,1,0,0,61
381,1984502.9151,8225406.4098,28.080002055,1,0,1984176.0,8225232,0,0,0,0,19
3856,1905827.6424,8798444.4277,-131.7706718,1,0,1918347.0,8812461,0,0,0,0,37
2756,1935398.4406,8922103.8306,74.105552952,0,1,1920652.0,8870317,1,0,0,0,82
3361,1432878.6594,7532738.8624,-10.969966377,1,1,1432620.0,7532789,0,0,0,0,68
1988,1339454.3334,7907910.0215,139.3822249,1,1,1340070.0,7907382,0,0,0,0,57
2756,1935398.4406,8922103.8306,93.129829864,0,0,1938351.0,8868107,1,0,0,0,51
2725,1927826.0434,8951674.6302,-48.150801591,1,0,1927540.0,8951994,0,0,0,0,19
306,2020493.731,8247868.9614,-106.69114809,1,0,2020966.0,8249444,0,0,0,0,47
730,1733215.4173,8050220.3749,-22.806331696,0,1,1732422.0,8050554,0,0,0,1,55
4117,1379114.4624,8042469.7961,-115.81235181,1,0,1379902.0,8044098,0,0,0,0,54
242,1997162.8356,8268484.1878,179.92643914,1,1,1998088.0,8268483,0,0,0,0,73
223,1989154.8453,8260591.1401,145.824886,1,0,1989971.0,8260037,0,0,0,0,38
1750,1337914.7848,7936305.2131,-98.795151469,1,0,1338013.0,7936940,0,0,0,0,52
3081,1359064.1522,7807676.7834,-166.61261405,1,0,1359918.0,7807880,0,0,0,0,23
2549,1624003.5385,8628088.2431,128.61255656,1,0,1624673.0,8627250,0,0,0,0,63
61,2015264.1639,8251009.7658,-148.22429881,1,1,2015878.0,8251390,0,0,0,0,77
213,2001884.229,8253380.4844,99.396949343,1,0,2001975.0,8252832,0,0,0,0,55
2511,1850862.4191,8381422.5711,-174.87323222,0,0,1888039.0,8384758,0,1,0,0,73
2765,1928932.7819,8977733.1424,-37.303483454,0,0,1901076.0,8998957,1,0,0,0,59
3860,1904272.0638,8798623.6027,-58.344563564,0,0,1881889.0,8834928,0,1,0,0,81
573,1955895.8098,8367449.0534,-9.3203117981,0,0,1914390.0,8374261,1,0,0,0,39
147,2019157.7857,8240417.9005,-33.814477446,1,1,2018550.0,8240825,0,0,0,0,51
2292,1503442.1922,8262369.8233,4.2926640801,1,0,1503298.0,8262359,0,0,0,0,27
3961,2442842.3282,9784352.9789,2.4901134218,1,0,2442015.0,9784317,0,0,0,0,32
210,1998337.7015,8252613.9498,-150.87229443,1,0,1999000.0,8252983,0,0,0,0,53
2621,1779292.113,8464394.5381,-92.059098235,0,0,1780593.0,8500577,1,0,0,0,70
1010,1631940.5068,7842210.8547,-173.62806943,1,0,1632300.0,7842251,0,0,0,0,47
2727,1922665.6059,8952849.9219,143.94218339,1,1,1922888.0,8952688,0,0,0,0,45
78,2006987.3372,8253270.4758,-56.770008297,1,0,2006892.0,8253416,0,0,0,0,64
119,2013361.3799,8249135.6382,-172.57895874,1,0,2013725.0,8249183,0,0,0,0,36
1533,1454993.1668,7485780.2301,-173.87225887,1,0,1455168.0,7485799,1,0,0,0,31
682,1838268.5113,8261067.6718,-128.13273753,1,0,1838980.0,8261974,0,0,0,0,27
3774,1687877.3264,8236837.4964,93.974208667,0,0,1688167.0,8232668,1,0,0,0,62
2302,1497023.1764,8262733.4789,140.94875061,1,1,1497380.0,8262444,0,0,0,0,43
2418,1837887.3533,8311345.7247,2.1431773717,1,0,1837387.0,8311327,0,0,0,0,44
558,1961361.1515,8370426.1815,-28.686081685,1,0,1961197.0,8370516,0,1,0,0,51
1363,1744602.5107,7597350.1889,167.76555075,0,0,1754966.0,7595103,1,0,0,0,79
300,2018560.1114,8247368.8506,119.10003918,1,0,2019081.0,8246433,0,0,0,0,28
3991,2008302.0204,8264485.3513,-84.720647119,1,0,2008192.0,8265676,0,0,0,0,63
3448,1416842.3075,7568566.847,-14.666298297,1,0,1416089.0,7568764,0,0,0,0,45
876,1573604.3068,7918068.5092,22.397785471,1,0,1573358.0,7917967,0,0,0,0,42
2152,1414119.4327,8192243.3049,107.49213369,1,0,1414250.0,8191829,0,0,0,0,69
1721,1368952.6625,7782231.1961,-172.74610484,0,0,1415563.0,7788164,1,1,0,0,63
646,1902770.8091,8108565.6095,72.106306513,1,0,1886302.0,8057558,0,0,0,0,51
471,2070123.4109,8410812.9299,40.577348558,0,0,2034454.0,8380265,0,0,0,0,64
325,2023151.4838,8235719.0288,-108.32421962,1,0,2023379.0,8236406,0,0,0,0,38
3033,2402521.0728,9838093.8181,-42.022903504,0,0,2354551.0,9881321,1,0,0,0,62
2715,1992273.7947,9013788.3997,-29.87112237,0,0,1954587.0,9035434,0,0,0,0,60
1812,1329925.8302,7908064.6696,-85.534864293,1,0,1329908.0,7908293,0,0,0,0,75
4004,1986378.6484,8315990.2537,-8.3611068221,1,0,1985734.0,8316085,0,0,0,0,76
2736,1930190.6922,8957915.5041,17.179537695,1,0,1929940.0,8957838,0,0,0,0,36
1880,1336982.9294,7904835.224,-164.82454415,1,1,1337572.0,7904995,0,0,0,0,70
260,1997301.6509,8261805.1435,150.93798426,1,0,1997660.0,8261606,0,0,0,0,25
219,1990361.5485,8255944.5421,-158.95692208,1,0,1990841.0,8256129,0,0,0,0,51
2577,1741942.4201,8530514.1214,-6.0455046208,0,0,1738686.0,8530859,0,0,0,0,71
555,1963631.2899,8368422.6734,74.989085031,1,1,1963419.0,8367631,0,0,0,0,57
2262,1499098.7284,8250491.9879,-89.310527399,1,0,1499093.0,8250968,0,0,0,0,18
3614,1569089.9675,7589411.2049,113.15135233,1,0,1570617.0,7585840,0,0,0,0,19
3900,2074429.1375,9174317.1133,-58.794249703,0,0,2003825.0,9290872,1,0,0,0,84
2507,1848059.8396,8381705.9586,58.855206441,1,0,1847742.0,8381180,0,0,0,0,55
1904,1334622.8447,7901115.5107,43.473005365,1,0,1334135.0,7900653,0,0,0,0,54
2628,1757782.8495,8402420.9555,-141.3323602,1,0,1772610.0,8414286,1,0,0,0,44
3899,2083551.3244,9174152.6055,-17.826997847,1,0,2083065.0,9174309,1,0,0,0,28
3770,1694427.0313,8242178.6744,154.38238835,1,0,1695125.0,8241844,0,0,0,0,55
3196,2035874.9677,7891586.008,166.8834389,1,0,2036081.0,7891538,0,0,0,0,79
848,1507718.9757,7824098.1747,-43.503898705,0,0,1474498.0,7855628,1,0,0,0,39
1984,1335905.6906,7900755.6961,-89.619106046,1,0,1335904.0,7901010,0,0,0,0,37
24,2010961.8883,8251039.4413,-1.3851422656,1,0,2010732.0,8251045,0,0,0,0,41
3186,1574124.1689,7862654.0286,108.31407904,1,0,1574432.0,7861724,0,0,0,0,67
2738,1935718.484,8963738.5987,159.23402181,1,1,1938832.0,8962558,0,0,0,0,79
2267,1502668.7444,8252458.7756,114.03674453,1,0,1503058.0,8251586,0,0,0,0,19
556,1970843.2343,8358671.6592,143.32033067,0,0,1971165.0,8358432,1,0,0,0,74
3555,1575227.679,7565074.6992,109.91219886,1,0,1575375.0,7564668,1,0,0,0,18
1444,1447183.1027,7477019.8248,178.69713819,1,0,1447747.0,7477007,0,0,0,0,21
1540,1459016.6984,7491268.4249,75.602824519,1,1,1458860.0,7490658,0,0,0,1,30
1832,1330858.2423,7903432.644,82.134403218,1,0,1330783.0,7902888,0,1,0,0,55
1894,1335177.7725,7905100.4374,-48.882755652,1,0,1334829.0,7905500,0,1,0,0,72
3401,1413365.2431,7572352.1466,-128.10104083,1,1,1413994.0,7573154,0,0,0,0,43
2787,1925767.1896,9141372.0599,-75.177542192,1,0,1925144.0,9143727,0,0,0,0,49
246,1999034.7841,8268168.3657,-67.087006095,1,1,1998969.0,8268324,0,0,0,0,41
124,2013794.0787,8247494.9111,-156.88134866,1,0,2014066.0,8247611,0,0,0,0,65
3459,1412064.3636,7574229.0386,-117.96825797,1,0,1412658.0,7575347,0,0,0,0,62
3911,2464337.7879,9762879.3079,-171.04583033,1,1,2465053.0,9762992,0,0,0,0,18
2555,1617845.1214,8630424.5258,-112.89679209,0,0,1627537.0,8653372,1,0,0,0,34
311,2032352.9302,8251339.9144,-161.20025804,1,0,2033067.0,8251583,0,0,0,0,30
11,2011356.9611,8255769.4288,-155.61222521,1,0,2012042.0,8256080,0,0,0,0,34
734,1743053.9451,8051144.806,-4.6810120211,1,0,1742502.0,8051190,0,0,0,0,67
3999,2037882.392,8286176.1857,149.83609442,1,0,2040080.0,8284899,0,0,0,0,54
2437,1841888.6211,8314847.6657,110.60484034,1,1,1841987.0,8314586,0,0,0,0,70
3290,1524192.2565,7486609.7193,-98.381391029,1,0,1524253.0,7487022,0,0,0,0,55
1159,1762787.106,7858852.7277,49.652507135,0,0,1734575.0,7825642,0,0,0,0,53
3951,2452616.6247,9779979.3915,-119.43205181,0,0,2467428.0,9806231,1,0,0,0,82
1540,1459016.6984,7491268.4249,45.546798685,1,0,1458979.0,7491230,0,0,0,0,71
3787,1674940.7769,8229744.3111,-31.827301085,0,0,1665078.0,8235866,0,0,0,0,83
2739,1929865.6392,8966039.1706,-74.642344339,1,0,1929599.0,8967010,0,0,0,0,45
3905,1821004.8619,9125812.9884,-76.433780407,1,0,1820675.0,9127180,0,0,0,0,63
569,1957980.4898,8372947.5262,-7.7115801543,1,0,1954447.0,8373426,0,0,0,0,30
3958,2482435.7765,9839068.2736,-51.830819103,0,0,2448352.0,9882429,0,0,0,0,53
410,1999387.2216,8227595.3812,-22.24752324,1,0,1998821.0,8227827,0,0,0,0,23
1812,1329925.8302,7908064.6696,32.431420132,1,0,1329791.0,7907979,0,0,0,0,66
904,1576210.5188,7915509.0363,-95.201027446,1,1,1576234.0,7915767,0,0,0,0,60
1887,1337079.8887,7907143.9137,164.13471755,1,0,1337347.0,7907068,0,0,0,0,60
2070,1330909.7831,7894565.3252,-171.60345129,1,0,1331978.0,7894723,0,0,0,0,70
2504,1846699.2929,8381094.335,100.33186717,1,0,1846771.0,8380701,0,0,0,0,22
555,1963631.2899,8368422.6734,92.894861172,1,0,1963647.0,8368112,0,0,0,0,53
750,1743938.3785,8056087.946,164.91873331,1,0,1744621.0,8055904,0,0,0,0,57
1841,1339326.6499,7914099.8817,-110.27006508,1,0,1339518.0,7914618,1,0,0,0,34
2772,1847714.3041,8959703.0058,50.674314045,1,0,1847412.0,8959334,0,0,0,0,81
3968,2010926.8227,8287615.4243,27.391498399,1,0,2009880.0,8287073,0,0,0,0,35
3104,1935571.0971,8131443.5979,-130.24485078,0,0,1955104.0,8154521,1,0,0,0,43
104,2010184.099,8249439.7428,78.827896697,1,1,2010117.0,8249100,0,0,0,0,54
2723,1925814.3889,8952174.2199,103.87205284,1,0,1925891.0,8951864,0,0,0,0,43
1739,1299968.6421,8065573.4527,-33.326716383,1,0,1299799.0,8065685,0,0,0,0,34
743,1726371.7176,8056908.506,-90.501752445,0,0,1726506.0,8072242,0,0,0,0,45
2736,1930190.6922,8957915.5041,-110.10675955,1,0,1930550.0,8958897,0,0,0,0,80
265,2003936.8491,8259866.2416,-116.22449041,0,1,2004351.0,8260707,0,0,0,0,65
4094,2049020.9089,8250049.9525,162.36911269,0,1,2051195.0,8249359,0,0,1,0,20
2621,1779292.113,8464394.5381,-34.920698817,0,0,1757266.0,8479772,1,1,0,0,66
2756,1935398.4406,8922103.8306,-55.613593271,1,0,1933968.0,8924194,0,0,0,0,50
310,2029463.1877,8248800.7887,-81.367736172,1,0,2029337.0,8249632,0,0,0,0,26
1507,1452627.2937,7472460.8456,-142.87700411,1,0,1453259.0,7472939,0,0,0,0,53
214,1996666.6846,8254196.4331,-167.79311986,1,1,1996771.0,8254219,0,0,0,0,37
744,1734064.5624,8052397.3885,91.068246751,1,1,1734076.0,8051784,1,0,0,0,62
3300,1612372.2101,7573453.4936,-5.8108646119,1,0,1611532.0,7573539,0,0,0,0,61
2724,1931729.0161,8949276.3623,123.69964878,1,0,1931938.0,8948963,0,0,0,0,78
392,1985810.5851,8234431.9979,-31.877253285,1,1,1985452.0,8234655,0,0,0,0,55
2213,1575534.1416,8052954.9146,125.13610376,0,0,1589543.0,8033049,0,1,0,0,82
620,1889878.1196,8131015.0229,140.33623839,1,0,1890486.0,8130511,0,0,0,0,35
1581,1469787.9724,7497860.0026,72.208569801,1,0,1469684.0,7497536,0,0,0,0,19
3626,1579011.5398,7467949.0182,79.694203744,0,0,1573315.0,7436621,0,0,0,0,85
4087,1975507.6324,8284267.0609,-170.10445946,0,0,1976006.0,8284354,0,1,0,0,66
103,2009632.8449,8249909.0131,-42.761037276,1,1,2009555.0,8249981,0,0,0,0,23
414,2001159.2052,8232324.8062,53.479387024,1,0,2000718.0,8231729,0,1,0,0,76
2722,1930989.7435,8954380.9954,-32.635390046,1,1,1930565.0,8954653,1,0,0,0,49
530,1966781.854,8370942.6677,-31.218091751,1,0,1966316.0,8371225,0,1,0,0,74
204,2006886.1477,8248473.3708,55.794083751,1,0,2006493.0,8247895,0,0,0,0,49
28,2012188.2951,8252016.8412,-66.852728403,1,0,2012107.0,8252207,0,0,0,0,26
671,1799512.1854,8179817.383,0.51533745241,0,0,1782237.0,8179662,1,0,0,0,53
1164,1761636.9531,7860322.2353,25.561070476,0,0,1725085.0,7842840,1,0,0,0,53
3023,2415357.9911,9831509.7337,88.941253937,1,0,2415347.0,9830915,0,0,0,0,55
3720,1440631.6167,7908923.4205,-67.545815219,1,0,1440464.0,7909329,0,0,0,0,26
2726,1921415.8219,8952792.0297,-106.56362407,1,1,1921475.0,8952991,0,0,0,0,48
396,1994540.3709,8239577.3219,-159.46097335,1,0,1995818.0,8240056,0,0,0,0,35
2442,1842843.6311,8317336.6693,179.09607995,1,1,1843710.0,8317323,0,0,0,0,23
1080,1572456.6029,7667793.3254,-120.24175685,1,0,1572875.0,7668511,0,0,0,0,40
368,1940492.8658,8218961.3369,130.25438316,1,0,1940980.0,8218386,0,0,0,0,38
543,1970999.3043,8366204.7267,-31.997856233,1,0,1970770.0,8366348,0,0,0,0,41
3781,1693885.9072,8239317.8469,128.70682937,1,0,1694014.0,8239158,1,0,0,0,51
2824,1650074.0065,9120857.4277,110.65057301,1,0,1650566.0,9119552,0,0,0,0,78
3322,1555674.1877,7632600.4302,-88.607651865,0,0,1555654.0,7633431,0,0,0,0,25
105,2009827.654,8248727.0584,91.066458631,1,0,2009837.0,8248225,0,0,0,0,60
2901,2325038.3655,9544368.3454,-29.047069503,0,0,2281172.0,9568731,1,0,0,0,75
3970,2011559.7853,8289464.6558,-45.105497811,0,1,2009782.0,8291249,0,0,0,1,68
6,2009157.2879,8254961.8214,114.96361626,1,0,2009214.0,8254840,0,0,0,0,43
1515,1450000.2649,7477239.6596,3.5711696282,1,0,1449509.0,7477209,0,0,0,0,26
3672,1513247.2129,7590333.0887,-179.62067942,1,0,1513838.0,7590337,1,0,0,0,43
3617,1597456.1776,7470621.3554,5.7831109049,1,1,1596801.0,7470555,0,0,0,0,54
2746,1929262.9555,8950541.7951,5.0184437828,1,0,1928787.0,8950500,1,0,0,0,49
3297,1507352.9572,7545536.7445,-28.983599664,1,1,1506634.0,7545935,0,0,0,0,58
130,2012620.1033,8246320.9736,98.17296747,1,0,2012682.0,8245890,0,0,0,0,52
1641,1428070.3253,7692751.5612,154.20065191,1,1,1428328.0,7692627,0,0,0,0,20
3983,2007851.6217,8266836.768,-22.040810664,1,0,2006784.0,8267269,0,0,0,0,58
1557,1467542.9921,7501502.8178,143.69427447,1,0,1468030.0,7501145,0,0,0,0,43
2540,1683195.2287,8597711.2675,99.882676505,0,0,1684835.0,8588299,1,0,0,0,51
331,1960175.1536,8223118.0859,-73.78718351,1,0,1960017.0,8223662,0,0,0,0,31
1196,1821225.8312,7691504.1007,86.231139694,1,0,1821178.0,7690778,0,0,0,0,63
39,2011618.6733,8255407.643,-130.46942018,1,0,2011706.0,8255510,0,0,0,0,54
200,2004684.6935,8244571.425,-37.154482279,1,1,2004453.0,8244747,0,0,0,0,78
2744,1927694.4639,8956183.9619,-2.5214104372,1,0,1927194.0,8956206,0,0,0,0,37
3293,1520592.5182,7529390.4475,-14.870185481,1,1,1520372.0,7529449,0,0,0,0,46
1590,1480936.6194,7526612.2484,132.90912628,1,0,1481146.0,7526387,0,0,0,0,46
3996,2039579.3464,8268157.8677,28.724037336,1,0,2034620.0,8265440,0,0,0,0,49
565,1964713.3153,8367317.8282,128.6810887,1,0,1965268.0,8366625,1,0,0,0,52
85,2003699.182,8252046.9573,-48.182633737,1,1,2003556.0,8252207,0,0,0,0,57
3816,1586334.6926,8652037.4156,55.569714081,0,0,1521367.0,8557262,1,0,0,0,80
1547,1438188.5992,7469891.5859,159.27435485,1,0,1439242.0,7469493,0,1,0,0,68
3171,1780818.8599,8009841.8881,-133.22492826,1,0,1782288.0,8011405,0,0,0,0,42
3965,2008887.4496,8276665.6965,28.941885116,1,0,2007765.0,8276045,0,0,0,0,49
2685,1920647.7175,8552758.5501,57.46579648,1,0,1919746.0,8551345,0,0,0,0,53
3819,1692370.9602,8433425.1035,-77.953669752,1,0,1692177.0,8434334,0,0,0,0,34
1835,1332486.8464,7905459.4174,-4.1786025845,1,0,1332123.0,7905486,0,0,0,0,67
2821,1630625.7124,9155023.4434,-35.795636419,0,0,1587225.0,9186320,0,0,0,0,70
71,2015908.0359,8255495.6315,-112.24127361,1,0,2016156.0,8256102,0,0,0,0,58
4065,1984755.2764,8276319.7483,-136.29363149,0,1,1985332.0,8276871,1,0,0,1,62
179,2007483.7108,8241189.9309,161.97260198,1,0,2008012.0,8241018,0,0,0,0,47
1957,1354872.9734,7914232.9629,-137.2056633,1,1,1355493.0,7914807,1,0,0,0,49
855,1490882.682,7791999.1534,-22.145717379,0,0,1444147.0,7811020,0,0,0,0,83
3629,1431862.7577,7607113.0378,-70.312836904,0,1,1431637.0,7607744,0,0,0,1,84
98,2007284.0037,8249263.256,159.92587537,1,0,2007427.0,8249211,0,0,0,0,50
3035,2401510.7369,9827125.5982,-62.790738179,1,0,2400982.0,9828154,0,0,0,0,23
524,1962231.2246,8367366.8157,139.16534422,0,1,1962857.0,8366826,1,0,0,0,45
2928,2542821.257,9966741.9933,-105.32008652,1,0,2542947.0,9967201,0,0,0,0,78
1663,1422855.4524,7691539.9537,-179.0040956,1,0,1423721.0,7691555,1,0,0,0,66
3326,1490705.0159,7586666.3972,11.68316258,1,1,1490529.0,7586630,0,0,0,0,77
1520,1448159.8198,7479962.7006,-133.29005043,1,0,1448243.0,7480051,0,0,0,0,54
4117,1379114.4624,8042469.7961,-171.05074517,1,0,1380970.0,8042762,0,0,0,0,42
2745,1926057.622,8956178.915,-135.47947918,1,1,1926497.0,8956611,0,0,0,0,60
451,2029022.1398,8231812.9011,-161.97915119,1,0,2030169.0,8232186,0,0,0,0,24
3950,2475128.5426,9765368.838,-149.09439508,1,1,2475645.0,9765678,0,0,0,0,39
32,2010922.8152,8253353.4186,177.89447661,1,0,2011179.0,8253344,0,0,0,0,60
3886,2081404.5281,9166935.5746,-95.86621798,1,0,2081488.0,9167748,0,0,0,0,82
83,2004656.8636,8253798.9253,139.5888767,1,0,2005163.0,8253368,0,0,0,0,52
555,1963631.2899,8368422.6734,130.73372483,1,0,1963966.0,8368034,0,0,0,0,49
520,1964107.4033,8369832.7885,87.115116668,1,0,1964080.0,8369289,0,0,0,0,54
2697,1870566.303,8538398.8451,-49.353879851,1,1,1870549.0,8538419,0,0,0,0,31
2198,1538661.2301,8117900.0026,164.83564573,1,1,1538890.0,8117838,0,0,0,0,38
2735,1929712.1297,8959545.0338,-171.1109843,1,1,1930249.0,8959629,0,0,0,0,42
4042,1993112.5871,8284321.8572,171.37155321,1,0,1993540.0,8284257,0,0,0,0,42
491,1947086.4305,8307039.6101,27.46561702,0,0,1941285.0,8304024,0,0,0,0,58
1721,1368952.6625,7782231.1961,-173.04454036,0,0,1415879.0,7787956,1,0,0,0,83
471,2070123.4109,8410812.9299,65.177293285,0,0,2056958.0,8382350,1,0,0,0,37
317,2036072.6711,8243543.5615,67.612451361,1,0,2035836.0,8242969,0,0,0,0,21
1457,1442268.5698,7475403.168,-51.500884392,1,0,1441836.0,7475947,0,0,0,0,34
3916,2470439.6545,9759059.7448,146.59066905,1,0,2471170.0,9758578,0,0,0,0,44
2511,1850862.4191,8381422.5711,-169.91965442,0,0,1886787.0,8387809,1,0,0,0,27
252,1999771.2739,8260037.9563,9.6383356326,1,1,1999483.0,8259989,0,0,0,0,71
2734,1933262.7761,8954887.0204,32.821734788,1,0,1932517.0,8954406,0,0,0,0,46
2628,1757782.8495,8402420.9555,-141.06851496,1,1,1773684.0,8415266,0,0,0,0,31
3357,1430245.0628,7644052.7949,-97.430963773,1,1,1430288.0,7644382,0,0,0,0,28
1578,1470184.0472,7500998.9366,-22.649252107,1,1,1469973.0,7501087,0,0,0,0,77
1340,1735011.6686,7590841.2516,43.394618429,1,1,1734949.0,7590782,0,0,0,0,38
2730,1924450.3912,8952766.0863,-19.611250694,1,1,1924010.0,8952923,0,0,0,0,42
469,2080258.9391,8343497.7523,89.750597646,0,0,2080128.0,8313417,1,1,0,0,69
445,2021245.3601,8217086.1612,125.20637959,0,1,2021678.0,8216473,0,0,0,0,24
3940,2468697.6158,9772190.7628,97.86112253,1,0,2468735.0,9771920,0,0,0,0,27
381,1984502.9151,8225406.4098,95.254338967,1,0,1984515.0,8225275,0,0,0,0,29
77,2007514.8801,8252076.8555,-11.954632558,1,0,2007330.0,8252116,0,1,0,0,46
2403,1790497.533,8271274.6806,-137.14245238,1,0,1790971.0,8271714,0,0,0,0,41
426,2008956.4677,8203663.5468,-153.45048322,0,0,2009880.0,8204125,0,0,0,0,82
2745,1926057.622,8956178.915,-127.3361596,0,1,1926449.0,8956692,0,0,1,0,75
2092,1365509.2167,7919605.9461,139.66324172,1,0,1366012.0,7919179,0,0,0,0,56
3971,2013812.0012,8274315.7556,147.78319428,1,0,2014275.0,8274024,1,0,0,0,39
2784,1921795.978,9143610.4497,179.24559099,1,0,1923349.0,9143590,0,1,0,0,62
422,2018588.9431,8230269.9996,-89.842920199,1,0,2018588.0,8230614,0,0,0,0,64
2799,1499751.3945,9185286.258,168.06694436,0,0,1546148.0,9175481,0,0,0,0,71
847,1509708.8116,7820906.4428,69.597987341,1,0,1509256.0,7819689,0,0,0,0,62
460,1997130.1076,8162035.8197,-76.063717403,1,1,1997105.0,8162137,0,0,0,0,64
680,1842356.0517,8261519.3237,-82.449490445,1,0,1841459.0,8268287,0,0,0,0,69
2058,1345428.4051,7880284.1143,-161.01334909,1,1,1348070.0,7881193,0,0,0,0,39
4099,1371537.3898,8048049.7271,118.25350377,1,0,1371699.0,8047749,0,0,0,0,18
44,2011253.6566,8250990.3456,69.724297547,1,0,2011214.0,8250883,0,0,0,0,36
672,1803388.9979,8180416.4968,-152.16654412,1,0,1803532.0,8180492,0,0,0,0,44
2117,1330514.0423,8040103.0621,140.47082665,1,0,1331280.0,8039471,0,0,0,0,56
17,2007406.4551,8255275.553,105.51580821,1,0,2007501.0,8254935,0,0,0,0,23
384,1982640.4287,8233492.1773,154.71400126,1,1,1983532.0,8233071,0,0,0,0,74
3087,1356264.3557,7825663.4141,-120.62474777,1,1,1356730.0,7826450,0,0,0,0,19
679,1836070.3966,8257529.7021,126.15645828,0,0,1854092.0,8232867,1,0,0,0,65
2822,1629247.1317,9146113.837,170.40148429,1,0,1629394.0,9146089,0,0,0,0,38
3338,1444036.6572,7584958.0574,97.024262576,1,0,1444048.0,7584866,0,0,0,0,57
553,1965223.715,8354975.3904,-110.53665843,1,1,1965533.0,8355801,0,0,0,0,27
4076,1983472.9872,8278698.5787,-112.44915062,1,1,1983788.0,8279461,0,0,0,0,42
724,1739079.2829,8055310.8354,-20.207438098,1,1,1738492.0,8055527,0,0,0,1,26
4004,1986378.6484,8315990.2537,24.245902802,1,1,1986085.0,8315858,0,0,0,0,55
1985,1335224.0814,7899822.7153,53.844944232,1,1,1335065.0,7899605,0,0,0,0,29
2065,1343658.5366,7910595.9724,-4.3555351155,1,0,1343133.0,7910636,0,0,0,0,32
522,1966729.8678,8358470.4073,-45.586399595,1,0,1966308.0,8358901,0,0,0,0,77
3962,2010663.552,8275209.7574,123.49913765,1,0,2011682.0,8273671,0,0,0,0,43
65,2014429.1564,8254037.0783,-124.21875839,1,0,2014576.0,8254253,0,0,0,0,50
3991,2008302.0204,8264485.3513,-16.722300643,1,0,2007977.0,8264583,0,0,0,0,23
2401,1792500.8384,8272051.6817,-116.60425093,1,0,1792795.0,8272639,0,0,0,0,75
574,1970576.9581,8357337.6104,-2.1589646999,1,0,1969930.0,8357362,0,0,0,0,35
407,2003149.9317,8230559.4051,114.83144881,1,0,2004238.0,8228208,0,0,0,0,23
3355,1473392.8315,7573394.8522,-160.88533849,1,1,1473702.0,7573502,1,0,0,0,58
490,1951126.4375,8303245.5775,171.40336396,0,0,1954140.0,8302790,0,1,0,0,60
2390,1665384.444,8291686.2303,-72.24517866,0,0,1659158.0,8311132,0,0,0,0,57
2672,1908689.3325,8550768.3253,-36.07454994,0,1,1908057.0,8551229,0,0,0,0,36
747,1736919.2394,8052826.3654,99.407362421,1,0,1737558.0,8048971,0,0,0,0,77
1668,1431810.1035,7698740.9135,-118.87745147,0,0,1443649.0,7720207,1,1,0,0,47
4094,2049020.9089,8250049.9525,176.51203356,0,0,2081997.0,8248040,1,0,0,0,81
633,1893824.173,8125741.8742,53.687305883,1,0,1893143.0,8124815,0,0,0,0,35
471,2070123.4109,8410812.9299,87.057431169,0,0,2068505.0,8379328,0,0,0,0,53
2073,1342899.7829,7861055.0249,42.914257768,1,0,1333384.0,7852208,0,0,0,0,61
2763,1935163.2225,8985201.872,52.227369118,1,0,1934679.0,8984577,0,0,0,0,50
3622,1597131.3472,7468440.1238,107.329018,1,1,1597342.0,7467765,0,0,0,0,23
